Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,
Data,5,record,timestamp,802841506,s,position_lat,406179939,semicircles,position_long,-1412194182,semicircles,distance,1.28,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,140,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841507,s,position_lat,406179938,semicircles,position_long,-1412194182,semicircles,distance,1.28,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,141,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841508,s,position_lat,406179937,semicircles,position_long,-1412194182,semicircles,distance,1.28,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,141,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841509,s,position_lat,406179937,semicircles,position_long,-1412194182,semicircles,distance,1.28,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,141,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841510,s,position_lat,406179936,semicircles,position_long,-1412194183,semicircles,distance,1.28,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,141,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841511,s,position_lat,406179936,semicircles,position_long,-1412194183,semicircles,distance,1.29,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,141,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841512,s,position_lat,406179935,semicircles,position_long,-1412194183,semicircles,distance,1.29,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,137,watts,heart_rate,141,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841513,s,position_lat,406179933,semicircles,position_long,-1412194183,semicircles,distance,1.3,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,135,watts,heart_rate,140,bpm,cadence,81,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841514,s,position_lat,406179933,semicircles,position_long,-1412194184,semicircles,distance,1.3,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,135,watts,heart_rate,140,bpm,cadence,81,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841515,s,position_lat,406179933,semicircles,position_long,-1412194184,semicircles,distance,1.3,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,138,watts,heart_rate,139,bpm,cadence,82,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841516,s,position_lat,406179932,semicircles,position_long,-1412194184,semicircles,distance,1.3,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841517,s,position_lat,406179932,semicircles,position_long,-1412194184,semicircles,distance,1.3,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841518,s,position_lat,406179931,semicircles,position_long,-1412194184,semicircles,distance,1.3,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,145,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841519,s,position_lat,406179931,semicircles,position_long,-1412194184,semicircles,distance,1.3,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841520,s,position_lat,406179930,semicircles,position_long,-1412194184,semicircles,distance,1.31,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841521,s,position_lat,406179930,semicircles,position_long,-1412194185,semicircles,distance,1.31,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841522,s,position_lat,406179929,semicircles,position_long,-1412194185,semicircles,distance,1.31,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841523,s,position_lat,406179930,semicircles,position_long,-1412194185,semicircles,distance,1.31,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841524,s,position_lat,406179929,semicircles,position_long,-1412194185,semicircles,distance,1.31,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841525,s,position_lat,406179928,semicircles,position_long,-1412194185,semicircles,distance,1.31,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841526,s,position_lat,406179928,semicircles,position_long,-1412194185,semicircles,distance,1.32,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,138,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841527,s,position_lat,406179928,semicircles,position_long,-1412194185,semicircles,distance,1.32,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,138,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841528,s,position_lat,406179928,semicircles,position_long,-1412194185,semicircles,distance,1.32,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841529,s,position_lat,406179927,semicircles,position_long,-1412194185,semicircles,distance,1.32,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,138,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841530,s,position_lat,406179927,semicircles,position_long,-1412194185,semicircles,distance,1.32,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,138,watts,heart_rate,139,bpm,cadence,81,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841531,s,position_lat,406179927,semicircles,position_long,-1412194185,semicircles,distance,1.32,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,135,watts,heart_rate,138,bpm,cadence,82,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841532,s,position_lat,406179927,semicircles,position_long,-1412194185,semicircles,distance,1.32,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,137,watts,heart_rate,139,bpm,cadence,82,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841533,s,position_lat,406179927,semicircles,position_long,-1412194185,semicircles,distance,1.32,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,138,bpm,cadence,82,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841534,s,position_lat,406179927,semicircles,position_long,-1412194185,semicircles,distance,1.33,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,138,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841535,s,position_lat,406179926,semicircles,position_long,-1412194185,semicircles,distance,1.33,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,82,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841536,s,position_lat,406179926,semicircles,position_long,-1412194185,semicircles,distance,1.33,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,138,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841537,s,position_lat,406179927,semicircles,position_long,-1412194185,semicircles,distance,1.33,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,82,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841538,s,position_lat,406179926,semicircles,position_long,-1412194185,semicircles,distance,1.33,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,139,bpm,cadence,82,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841539,s,position_lat,406179927,semicircles,position_long,-1412194185,semicircles,distance,1.33,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,82,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841540,s,position_lat,406179926,semicircles,position_long,-1412194185,semicircles,distance,1.33,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841541,s,position_lat,406179926,semicircles,position_long,-1412194185,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841542,s,position_lat,406179925,semicircles,position_long,-1412194186,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,139,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841543,s,position_lat,406179925,semicircles,position_long,-1412194186,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841544,s,position_lat,406179925,semicircles,position_long,-1412194186,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841545,s,position_lat,406179924,semicircles,position_long,-1412194186,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,138,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841546,s,position_lat,406179924,semicircles,position_long,-1412194187,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,138,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841547,s,position_lat,406179924,semicircles,position_long,-1412194187,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,138,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841548,s,position_lat,406179924,semicircles,position_long,-1412194187,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841549,s,position_lat,406179924,semicircles,position_long,-1412194187,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841550,s,position_lat,406179924,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,139,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841551,s,position_lat,406179924,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841552,s,position_lat,406179924,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841553,s,position_lat,406179924,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841554,s,position_lat,406179923,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,139,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841555,s,position_lat,406179923,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,139,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841556,s,position_lat,406179923,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841557,s,position_lat,406179924,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841558,s,position_lat,406179924,semicircles,position_long,-1412194188,semicircles,distance,1.34,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841559,s,position_lat,406179923,semicircles,position_long,-1412194188,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841560,s,position_lat,406179923,semicircles,position_long,-1412194188,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,139,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841561,s,position_lat,406179923,semicircles,position_long,-1412194188,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841562,s,position_lat,406179923,semicircles,position_long,-1412194188,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,140,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841563,s,position_lat,406179923,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,140,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841564,s,position_lat,406179923,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841565,s,position_lat,406179923,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841566,s,position_lat,406179922,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,138,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841567,s,position_lat,406179922,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841568,s,position_lat,406179922,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,138,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841569,s,position_lat,406179922,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841570,s,position_lat,406179922,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841571,s,position_lat,406179922,semicircles,position_long,-1412194189,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,139,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841572,s,position_lat,406179922,semicircles,position_long,-1412194190,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841573,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841574,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841575,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.35,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841576,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,139,bpm,cadence,83,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841577,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,140,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841578,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841579,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841580,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841581,s,position_lat,406179921,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841582,s,position_lat,406179920,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,139,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841583,s,position_lat,406179920,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841584,s,position_lat,406179920,semicircles,position_long,-1412194190,semicircles,distance,1.36,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841585,s,position_lat,406179920,semicircles,position_long,-1412194190,semicircles,distance,1.37,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841586,s,position_lat,406179920,semicircles,position_long,-1412194190,semicircles,distance,1.37,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,140,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841587,s,position_lat,406179920,semicircles,position_long,-1412194190,semicircles,distance,1.37,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,139,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841588,s,position_lat,406179920,semicircles,position_long,-1412194190,semicircles,distance,1.37,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,144,watts,heart_rate,140,bpm,cadence,87,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841589,s,position_lat,406179919,semicircles,position_long,-1412194190,semicircles,distance,1.37,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,140,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841590,s,position_lat,406179920,semicircles,position_long,-1412194190,semicircles,distance,1.37,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,140,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841591,s,position_lat,406179919,semicircles,position_long,-1412194190,semicircles,distance,1.37,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,140,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841592,s,position_lat,406179918,semicircles,position_long,-1412194190,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,140,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841593,s,position_lat,406179919,semicircles,position_long,-1412194190,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,140,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841594,s,position_lat,406179918,semicircles,position_long,-1412194191,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,140,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841595,s,position_lat,406179918,semicircles,position_long,-1412194191,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,140,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841596,s,position_lat,406179917,semicircles,position_long,-1412194191,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,140,bpm,cadence,87,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841597,s,position_lat,406179917,semicircles,position_long,-1412194191,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841598,s,position_lat,406179917,semicircles,position_long,-1412194192,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841599,s,position_lat,406179917,semicircles,position_long,-1412194192,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,136,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841600,s,position_lat,406179917,semicircles,position_long,-1412194192,semicircles,distance,1.38,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,137,watts,heart_rate,139,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841601,s,position_lat,406179916,semicircles,position_long,-1412194192,semicircles,distance,1.39,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,138,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841602,s,position_lat,406179916,semicircles,position_long,-1412194192,semicircles,distance,1.39,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,138,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841603,s,position_lat,406179916,semicircles,position_long,-1412194193,semicircles,distance,1.39,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,138,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841604,s,position_lat,406179915,semicircles,position_long,-1412194193,semicircles,distance,1.39,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,139,watts,heart_rate,138,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841605,s,position_lat,406179915,semicircles,position_long,-1412194193,semicircles,distance,1.39,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,138,bpm,cadence,85,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841606,s,position_lat,406179914,semicircles,position_long,-1412194193,semicircles,distance,1.39,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,141,watts,heart_rate,139,bpm,cadence,87,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841607,s,position_lat,406179915,semicircles,position_long,-1412194193,semicircles,distance,1.39,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,143,watts,heart_rate,139,bpm,cadence,87,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841608,s,position_lat,406179914,semicircles,position_long,-1412194193,semicircles,distance,1.4,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,142,watts,heart_rate,139,bpm,cadence,86,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841609,s,position_lat,406179914,semicircles,position_long,-1412194193,semicircles,distance,1.4,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,140,watts,heart_rate,140,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
Data,5,record,timestamp,802841610,s,position_lat,406179913,semicircles,position_long,-1412194193,semicircles,distance,1.4,m,altitude,75.60000000000002,m,speed,0.0,m/s,power,137,watts,heart_rate,140,bpm,cadence,84,rpm,temperature,27,C,,,,,,,,,,
